ENDW,REG,ENDWRES,SCEN,Value
AEZ16,ZAF,pe,BAU_aESRigid,21.562103271
AEZ17,ZAF,pe,BAU_aESRigid,21.562101364
AEZ18,ZAF,pe,BAU_aESRigid,21.562103271
UnSkLab,ZAF,pe,BAU_aESRigid,-0.68041777611
SkLab,ZAF,pe,BAU_aESRigid,-0.69028484821
Capital,ZAF,pe,BAU_aESRigid,-0.71575474739
NatRes,ZAF,pe,BAU_aESRigid,6.3231186867
AEZ3,ARG,qe,BAU_aESRigid,1.09321314084809E-0004
AEZ4,ARG,qe,BAU_aESRigid,-2.19344685319811E-0004
AEZ5,ARG,qe,BAU_aESRigid,-2.28198696277104E-0005
AEZ6,ARG,qe,BAU_aESRigid,-9.44074185099453E-0004
AEZ7,ARG,qe,BAU_aESRigid,-3.43195931054652E-0003
AEZ8,ARG,qe,BAU_aESRigid,-0.023943100125
AEZ9,ARG,qe,BAU_aESRigid,-0.021182943135
AEZ10,ARG,qe,BAU_aESRigid,-0.019209960476
AEZ11,ARG,qe,BAU_aESRigid,-0.012796215713
AEZ12,ARG,qe,BAU_aESRigid,-0.026353431866
AEZ13,ARG,qe,BAU_aESRigid,-2.23525450564921E-0004
AEZ14,ARG,qe,BAU_aESRigid,-2.61624576523900E-0003
AEZ15,ARG,qe,BAU_aESRigid,-1.77724417881109E-0004
AEZ16,ARG,qe,BAU_aESRigid,1.30177731989534E-0005
AEZ4,BGD,qe,BAU_aESRigid,-0.67802220583
AEZ5,BGD,qe,BAU_aESRigid,-0.86541211605
AEZ10,BGD,qe,BAU_aESRigid,-0.25813859701
AEZ11,BGD,qe,BAU_aESRigid,-0.035892754793
AEZ2,BRAZIL,qe,BAU_aESRigid,-2.88794817606686E-0005
AEZ3,BRAZIL,qe,BAU_aESRigid,-4.23701712861657E-0003
AEZ4,BRAZIL,qe,BAU_aESRigid,-7.73064792156220E-0003
AEZ5,BRAZIL,qe,BAU_aESRigid,-0.056699603796
AEZ6,BRAZIL,qe,BAU_aESRigid,3.90204670839012E-0003
AEZ10,BRAZIL,qe,BAU_aESRigid,-2.22129210669664E-0006
AEZ11,BRAZIL,qe,BAU_aESRigid,-2.29900077101775E-0004
AEZ12,BRAZIL,qe,BAU_aESRigid,-0.02358895354
AEZ3,C_C_Amer,qe,BAU_aESRigid,-7.87520781159401E-0004
AEZ4,C_C_Amer,qe,BAU_aESRigid,-0.084627583623
AEZ5,C_C_Amer,qe,BAU_aESRigid,-0.14529883862
AEZ6,C_C_Amer,qe,BAU_aESRigid,-0.12171333283
AEZ10,C_C_Amer,qe,BAU_aESRigid,-6.63360289763659E-0004
AEZ11,C_C_Amer,qe,BAU_aESRigid,-7.65822827816009E-0004
AEZ12,C_C_Amer,qe,BAU_aESRigid,-2.36158433835953E-0004
AEZ8,CAN,qe,BAU_aESRigid,-0.077404364944
AEZ9,CAN,qe,BAU_aESRigid,-0.050744790584
AEZ10,CAN,qe,BAU_aESRigid,-0.040103431791
AEZ11,CAN,qe,BAU_aESRigid,-6.09055168752093E-0005
AEZ13,CAN,qe,BAU_aESRigid,-1.41899963637115E-0005
AEZ14,CAN,qe,BAU_aESRigid,-0.010985025205
AEZ15,CAN,qe,BAU_aESRigid,-0.022848116234
AEZ16,CAN,qe,BAU_aESRigid,-8.86771187651902E-0004
AEZ5,CHIHKG,qe,BAU_aESRigid,-8.11319769127294E-0005
AEZ6,CHIHKG,qe,BAU_aESRigid,-7.08618026692420E-0005
AEZ7,CHIHKG,qe,BAU_aESRigid,-9.47491498664022E-0004
AEZ8,CHIHKG,qe,BAU_aESRigid,-9.91354975849390E-0003
AEZ9,CHIHKG,qe,BAU_aESRigid,-0.020450932905
AEZ10,CHIHKG,qe,BAU_aESRigid,-5.17691252753139E-0003
AEZ11,CHIHKG,qe,BAU_aESRigid,-1.04371458292007E-0003
AEZ12,CHIHKG,qe,BAU_aESRigid,-2.48343311250210E-0003
AEZ13,CHIHKG,qe,BAU_aESRigid,-1.16775183414575E-0004
AEZ14,CHIHKG,qe,BAU_aESRigid,-6.36903350823559E-0005
AEZ15,CHIHKG,qe,BAU_aESRigid,6.67526037432253E-0005
AEZ18,CHIHKG,qe,BAU_aESRigid,-5.95466508457321E-0006
AEZ1,COL,qe,BAU_aESRigid,7.73627398302779E-0005
AEZ2,COL,qe,BAU_aESRigid,4.27332153776661E-0004
AEZ3,COL,qe,BAU_aESRigid,-9.98691888526082E-0004
AEZ4,COL,qe,BAU_aESRigid,-7.46882334351540E-0003
AEZ5,COL,qe,BAU_aESRigid,-0.056161977351
AEZ6,COL,qe,BAU_aESRigid,-0.21789054573
AEZ7,COL,qe,BAU_aESRigid,-6.21637582298717E-0006
AEZ8,COL,qe,BAU_aESRigid,-1.05397539300611E-0005
AEZ9,COL,qe,BAU_aESRigid,-5.87198974244529E-0006
AEZ11,COL,qe,BAU_aESRigid,-1.93813684745692E-0004
AEZ12,COL,qe,BAU_aESRigid,-5.77015150338411E-0003
AEZ7,E_Asia,qe,BAU_aESRigid,-2.84162961179391E-0004
AEZ8,E_Asia,qe,BAU_aESRigid,-5.05394746141974E-0005
AEZ9,E_Asia,qe,BAU_aESRigid,-1.53024357132381E-0005
AEZ10,E_Asia,qe,BAU_aESRigid,-6.04759043199010E-0005
AEZ11,E_Asia,qe,BAU_aESRigid,-2.96658186016430E-0006
AEZ13,E_Asia,qe,BAU_aESRigid,-2.17838998651132E-0004
AEZ14,E_Asia,qe,BAU_aESRigid,-1.00877929071430E-0004
AEZ15,E_Asia,qe,BAU_aESRigid,-2.16793196159415E-0005
AEZ7,EGY,qe,BAU_aESRigid,0.02285759896
AEZ12,EGY,qe,BAU_aESRigid,0.013129043393
AEZ1,ETH,qe,BAU_aESRigid,0.05356054008
AEZ2,ETH,qe,BAU_aESRigid,0.30664736032
AEZ3,ETH,qe,BAU_aESRigid,0.1138805151
AEZ4,ETH,qe,BAU_aESRigid,0.31281381845
AEZ5,ETH,qe,BAU_aESRigid,0.019204201177
AEZ8,ETH,qe,BAU_aESRigid,1.90494267735630E-0003
AEZ9,ETH,qe,BAU_aESRigid,4.22883778810501E-0003
AEZ10,ETH,qe,BAU_aESRigid,7.03981518745422E-0003
AEZ11,ETH,qe,BAU_aESRigid,9.13056451827288E-0003
AEZ8,EU27,qe,BAU_aESRigid,-3.97540898120496E-0005
AEZ9,EU27,qe,BAU_aESRigid,-2.69961939193308E-0003
AEZ10,EU27,qe,BAU_aESRigid,-2.79580638743937E-0003
AEZ11,EU27,qe,BAU_aESRigid,-2.44100624695420E-0003
AEZ12,EU27,qe,BAU_aESRigid,-1.74372573383152E-0003
AEZ14,EU27,qe,BAU_aESRigid,5.33634447492659E-0005
AEZ15,EU27,qe,BAU_aESRigid,5.66554372198880E-0004
AEZ16,EU27,qe,BAU_aESRigid,-9.42173392104451E-0006
AEZ3,IDN,qe,BAU_aESRigid,-2.20922054722905E-0004
AEZ4,IDN,qe,BAU_aESRigid,0.013547733426
AEZ5,IDN,qe,BAU_aESRigid,3.29098198562860E-0003
AEZ6,IDN,qe,BAU_aESRigid,0.90095674992
AEZ9,IDN,qe,BAU_aESRigid,-8.13236567864806E-0007
AEZ11,IDN,qe,BAU_aESRigid,-1.17594913717767E-0006
AEZ12,IDN,qe,BAU_aESRigid,-1.79862647200935E-0004
AEZ1,INDIA,qe,BAU_aESRigid,-5.88321199757047E-0006
AEZ2,INDIA,qe,BAU_aESRigid,-3.71969677507877E-0003
AEZ3,INDIA,qe,BAU_aESRigid,-0.030297504738
AEZ4,INDIA,qe,BAU_aESRigid,-0.026935175061
AEZ5,INDIA,qe,BAU_aESRigid,-4.05573146417737E-0003
AEZ7,INDIA,qe,BAU_aESRigid,-1.60904877702706E-0004
AEZ8,INDIA,qe,BAU_aESRigid,-4.50851628556848E-0003
AEZ9,INDIA,qe,BAU_aESRigid,-8.24955292046070E-0003
AEZ10,INDIA,qe,BAU_aESRigid,-2.74315965361893E-0003
AEZ11,INDIA,qe,BAU_aESRigid,-1.94562121760100E-0003
AEZ12,INDIA,qe,BAU_aESRigid,-2.04828247660771E-0004
AEZ9,JAPAN,qe,BAU_aESRigid,-2.89404415525496E-0004
AEZ10,JAPAN,qe,BAU_aESRigid,-2.92303087189794E-0003
AEZ11,JAPAN,qe,BAU_aESRigid,-3.92054906114936E-0003
AEZ12,JAPAN,qe,BAU_aESRigid,-1.90077151637524E-0003
AEZ14,JAPAN,qe,BAU_aESRigid,7.74475026332766E-0008
AEZ15,JAPAN,qe,BAU_aESRigid,-1.08286185422912E-0004
AEZ10,KOR,qe,BAU_aESRigid,-0.020140055567
AEZ11,KOR,qe,BAU_aESRigid,-0.02863082476
AEZ12,KOR,qe,BAU_aESRigid,-2.35694475122727E-0004
AEZ6,MAR,qe,BAU_aESRigid,-6.89320859237341E-0006
AEZ7,MAR,qe,BAU_aESRigid,-5.94032928347588E-0004
AEZ8,MAR,qe,BAU_aESRigid,-1.05861213523895E-0003
AEZ9,MAR,qe,BAU_aESRigid,-0.013563815504
AEZ10,MAR,qe,BAU_aESRigid,-1.39088043943048E-0003
AEZ12,MAR,qe,BAU_aESRigid,-2.53568287007511E-0005
AEZ2,MDG,qe,BAU_aESRigid,-5.29193831607699E-0003
AEZ3,MDG,qe,BAU_aESRigid,-0.19424511492
AEZ4,MDG,qe,BAU_aESRigid,-0.1770889312
AEZ5,MDG,qe,BAU_aESRigid,-0.04764649272
AEZ6,MDG,qe,BAU_aESRigid,0.075475014746
AEZ9,MDG,qe,BAU_aESRigid,-7.05363891029265E-0006
AEZ10,MDG,qe,BAU_aESRigid,-0.012092416175
AEZ11,MDG,qe,BAU_aESRigid,-0.064773947001
AEZ12,MDG,qe,BAU_aESRigid,-0.078455507755
AEZ1,MEAS_NAfr,qe,BAU_aESRigid,-6.40209473203868E-0004
AEZ7,MEAS_NAfr,qe,BAU_aESRigid,-3.22617241181433E-0003
AEZ8,MEAS_NAfr,qe,BAU_aESRigid,-4.25447331508622E-0004
AEZ9,MEAS_NAfr,qe,BAU_aESRigid,-2.03958785277791E-0004
AEZ10,MEAS_NAfr,qe,BAU_aESRigid,-2.45200993958861E-0004
AEZ11,MEAS_NAfr,qe,BAU_aESRigid,-9.87834573606961E-0006
AEZ12,MEAS_NAfr,qe,BAU_aESRigid,-1.40718402690254E-0005
AEZ1,MEX,qe,BAU_aESRigid,-4.66290861368179E-0004
AEZ2,MEX,qe,BAU_aESRigid,-9.92939528077841E-0003
AEZ3,MEX,qe,BAU_aESRigid,-0.015842514113
AEZ4,MEX,qe,BAU_aESRigid,-0.0511845164
AEZ5,MEX,qe,BAU_aESRigid,-0.051866017282
AEZ6,MEX,qe,BAU_aESRigid,-0.016967970878
AEZ7,MEX,qe,BAU_aESRigid,-0.08089146018
AEZ8,MEX,qe,BAU_aESRigid,-0.05351517722
AEZ9,MEX,qe,BAU_aESRigid,-0.048458036035
AEZ10,MEX,qe,BAU_aESRigid,-2.38253758288920E-0003
AEZ11,MEX,qe,BAU_aESRigid,-3.27986897900701E-0004
AEZ12,MEX,qe,BAU_aESRigid,-8.84714099811390E-0005
AEZ6,MYS,qe,BAU_aESRigid,-0.242630288
AEZ12,MYS,qe,BAU_aESRigid,-2.89571871689986E-0005
AEZ1,NGA,qe,BAU_aESRigid,-4.62452735519037E-0004
AEZ2,NGA,qe,BAU_aESRigid,-0.01969136484
AEZ3,NGA,qe,BAU_aESRigid,-0.028214633465
AEZ4,NGA,qe,BAU_aESRigid,-0.023099506274
AEZ5,NGA,qe,BAU_aESRigid,-0.010693971999
AEZ6,NGA,qe,BAU_aESRigid,8.31966288387775E-0004
AEZ10,NGA,qe,BAU_aESRigid,-7.62760464567691E-0007
AEZ11,NGA,qe,BAU_aESRigid,-5.66560174775077E-0006
AEZ1,Oceania,qe,BAU_aESRigid,-0.13922943175
AEZ2,Oceania,qe,BAU_aESRigid,-0.093482226133
AEZ3,Oceania,qe,BAU_aESRigid,-0.068867586553
AEZ4,Oceania,qe,BAU_aESRigid,-6.12715724855661E-0003
AEZ5,Oceania,qe,BAU_aESRigid,-3.45936365192756E-0004
AEZ6,Oceania,qe,BAU_aESRigid,-3.18407360464334E-0003
AEZ7,Oceania,qe,BAU_aESRigid,-0.75428533554
AEZ8,Oceania,qe,BAU_aESRigid,-0.34492817521
AEZ9,Oceania,qe,BAU_aESRigid,-0.11390955746
AEZ10,Oceania,qe,BAU_aESRigid,-0.067139357328
AEZ11,Oceania,qe,BAU_aESRigid,-0.012128060684
AEZ12,Oceania,qe,BAU_aESRigid,-8.73319897800684E-0003
AEZ15,Oceania,qe,BAU_aESRigid,-6.68211025185883E-0004
AEZ16,Oceania,qe,BAU_aESRigid,-1.14670454058796E-0003
AEZ7,Oth_CEE_CIS,qe,BAU_aESRigid,-4.21481614466757E-0004
AEZ8,Oth_CEE_CIS,qe,BAU_aESRigid,-1.05811713729054E-0003
AEZ9,Oth_CEE_CIS,qe,BAU_aESRigid,-5.72102726437151E-0004
AEZ10,Oth_CEE_CIS,qe,BAU_aESRigid,-2.14244675589725E-0004
AEZ11,Oth_CEE_CIS,qe,BAU_aESRigid,-9.96776543615852E-0006
AEZ12,Oth_CEE_CIS,qe,BAU_aESRigid,-4.32376918979571E-0006
AEZ13,Oth_CEE_CIS,qe,BAU_aESRigid,-1.66778481798246E-0005
AEZ14,Oth_CEE_CIS,qe,BAU_aESRigid,-1.27089788293233E-0005
AEZ15,Oth_CEE_CIS,qe,BAU_aESRigid,1.92219999917143E-0006
AEZ7,Oth_Europe,qe,BAU_aESRigid,-2.46959257310664E-0006
AEZ8,Oth_Europe,qe,BAU_aESRigid,-2.90648986265296E-0005
AEZ9,Oth_Europe,qe,BAU_aESRigid,-1.54430017573759E-0005
AEZ10,Oth_Europe,qe,BAU_aESRigid,-9.09424852579832E-0004
AEZ11,Oth_Europe,qe,BAU_aESRigid,-5.00835412822198E-0005
AEZ12,Oth_Europe,qe,BAU_aESRigid,-2.57773426710628E-0005
AEZ13,Oth_Europe,qe,BAU_aESRigid,-2.45707087742630E-0006
AEZ14,Oth_Europe,qe,BAU_aESRigid,-5.67796058021486E-0004
AEZ15,Oth_Europe,qe,BAU_aESRigid,-1.88705511391163E-0003
AEZ16,Oth_Europe,qe,BAU_aESRigid,-1.20906639494933E-0004
AEZ1,PAK,qe,BAU_aESRigid,-5.51710778381675E-0004
AEZ7,PAK,qe,BAU_aESRigid,-0.011847539805
AEZ8,PAK,qe,BAU_aESRigid,-0.037155799568
AEZ9,PAK,qe,BAU_aESRigid,-0.018316425383
AEZ10,PAK,qe,BAU_aESRigid,-0.015656614676
AEZ11,PAK,qe,BAU_aESRigid,-3.46450461074710E-0003
AEZ12,PAK,qe,BAU_aESRigid,-9.47542081121355E-0004
AEZ4,PHL,qe,BAU_aESRigid,3.16701443807688E-0005
AEZ5,PHL,qe,BAU_aESRigid,4.76550729945302E-0003
AEZ6,PHL,qe,BAU_aESRigid,9.88428201526403E-0003
AEZ11,PHL,qe,BAU_aESRigid,1.68384065091232E-0006
AEZ12,PHL,qe,BAU_aESRigid,2.96464240818750E-0005
AEZ9,POL,qe,BAU_aESRigid,-3.92986519727856E-0004
AEZ10,POL,qe,BAU_aESRigid,-0.015795977786
AEZ3,R_S_Asia,qe,BAU_aESRigid,-2.04175346880220E-0004
AEZ4,R_S_Asia,qe,BAU_aESRigid,-1.75472011324018E-0003
AEZ5,R_S_Asia,qe,BAU_aESRigid,-2.29852716438472E-0003
AEZ6,R_S_Asia,qe,BAU_aESRigid,-4.73166303709149E-0003
AEZ7,R_S_Asia,qe,BAU_aESRigid,-4.66256635263562E-0003
AEZ8,R_S_Asia,qe,BAU_aESRigid,-4.21341042965651E-0003
AEZ9,R_S_Asia,qe,BAU_aESRigid,-2.61549744755030E-0003
AEZ10,R_S_Asia,qe,BAU_aESRigid,-1.37721491046250E-0003
AEZ11,R_S_Asia,qe,BAU_aESRigid,-6.56212214380503E-0005
AEZ12,R_S_Asia,qe,BAU_aESRigid,-4.38666284026112E-0005
AEZ3,R_SE_Asia,qe,BAU_aESRigid,-1.53560540638864E-0005
AEZ4,R_SE_Asia,qe,BAU_aESRigid,-0.20776079595
AEZ5,R_SE_Asia,qe,BAU_aESRigid,-0.095581330359
AEZ6,R_SE_Asia,qe,BAU_aESRigid,-0.011793006212
AEZ9,R_SE_Asia,qe,BAU_aESRigid,-2.47856542046065E-0006
AEZ10,R_SE_Asia,qe,BAU_aESRigid,-1.20468648674432E-0005
AEZ11,R_SE_Asia,qe,BAU_aESRigid,-1.82417093310505E-0003
AEZ12,R_SE_Asia,qe,BAU_aESRigid,-3.23170411320461E-0007
AEZ8,Russia,qe,BAU_aESRigid,-0.033638678491
AEZ9,Russia,qe,BAU_aESRigid,-0.040707562119
AEZ10,Russia,qe,BAU_aESRigid,-0.011369530112
AEZ11,Russia,qe,BAU_aESRigid,-8.55471662362106E-0005
AEZ13,Russia,qe,BAU_aESRigid,9.39923193072900E-0005
AEZ14,Russia,qe,BAU_aESRigid,3.63249471411109E-0003
AEZ15,Russia,qe,BAU_aESRigid,0.023421345279
AEZ18,Russia,qe,BAU_aESRigid,-5.54867801838554E-0006
AEZ1,S_o_Amer,qe,BAU_aESRigid,-2.62099754763767E-0004
AEZ2,S_o_Amer,qe,BAU_aESRigid,-3.74502618797123E-0003
AEZ3,S_o_Amer,qe,BAU_aESRigid,-0.020028948784
AEZ4,S_o_Amer,qe,BAU_aESRigid,-0.061392739415
AEZ5,S_o_Amer,qe,BAU_aESRigid,-0.081131286919
AEZ6,S_o_Amer,qe,BAU_aESRigid,-0.044337358326
AEZ7,S_o_Amer,qe,BAU_aESRigid,-1.65223330259323E-0003
AEZ8,S_o_Amer,qe,BAU_aESRigid,-2.76919174939394E-0003
AEZ9,S_o_Amer,qe,BAU_aESRigid,-3.21639631874859E-0003
AEZ10,S_o_Amer,qe,BAU_aESRigid,-0.02302162908
AEZ11,S_o_Amer,qe,BAU_aESRigid,-1.76410435233265E-0003
AEZ12,S_o_Amer,qe,BAU_aESRigid,-0.067556090653
AEZ13,S_o_Amer,qe,BAU_aESRigid,1.71486317412928E-0005
AEZ14,S_o_Amer,qe,BAU_aESRigid,3.48822824889794E-0004
AEZ15,S_o_Amer,qe,BAU_aESRigid,1.70135797816329E-0004
AEZ16,S_o_Amer,qe,BAU_aESRigid,2.35559855354950E-0004
AEZ17,S_o_Amer,qe,BAU_aESRigid,5.80586129217409E-0005
AEZ18,S_o_Amer,qe,BAU_aESRigid,-2.59171724792395E-0006
AEZ1,S_S_AFR,qe,BAU_aESRigid,-2.80455430038273E-0003
AEZ2,S_S_AFR,qe,BAU_aESRigid,-2.41014477796853E-0003
AEZ3,S_S_AFR,qe,BAU_aESRigid,-0.026050109416
AEZ4,S_S_AFR,qe,BAU_aESRigid,-0.023928467184
AEZ5,S_S_AFR,qe,BAU_aESRigid,-0.011704746634
AEZ6,S_S_AFR,qe,BAU_aESRigid,-7.94867798686028E-0003
AEZ7,S_S_AFR,qe,BAU_aESRigid,-3.49603500217199E-0003
AEZ8,S_S_AFR,qe,BAU_aESRigid,-1.25518906861544E-0003
AEZ9,S_S_AFR,qe,BAU_aESRigid,-1.10826455056667E-0003
AEZ10,S_S_AFR,qe,BAU_aESRigid,-1.42722274176776E-0003
AEZ11,S_S_AFR,qe,BAU_aESRigid,-6.52836170047522E-0005
AEZ12,S_S_AFR,qe,BAU_aESRigid,-5.50724689674098E-0005
AEZ7,TUR,qe,BAU_aESRigid,-4.39195991930319E-0006
AEZ8,TUR,qe,BAU_aESRigid,-1.28840038087219E-0003
AEZ9,TUR,qe,BAU_aESRigid,-8.61165695823729E-0004
AEZ10,TUR,qe,BAU_aESRigid,-4.11516666645184E-0004
AEZ11,TUR,qe,BAU_aESRigid,-9.39158198889345E-0005
AEZ12,TUR,qe,BAU_aESRigid,-3.61018373951083E-0006
AEZ14,TUR,qe,BAU_aESRigid,5.68301402381621E-0006
AEZ15,TUR,qe,BAU_aESRigid,-9.85003794085060E-0007
AEZ7,USA,qe,BAU_aESRigid,-8.14254861325026E-0003
AEZ8,USA,qe,BAU_aESRigid,-0.021802755073
AEZ9,USA,qe,BAU_aESRigid,-4.58430638536811E-0003
AEZ10,USA,qe,BAU_aESRigid,-0.012409699149
AEZ11,USA,qe,BAU_aESRigid,-5.66668249666691E-0003
AEZ12,USA,qe,BAU_aESRigid,5.99785824306309E-0004
AEZ13,USA,qe,BAU_aESRigid,2.34442632063292E-0005
AEZ14,USA,qe,BAU_aESRigid,1.31504668388516E-0004
AEZ15,USA,qe,BAU_aESRigid,6.44918880425394E-0004
AEZ16,USA,qe,BAU_aESRigid,5.24618189956527E-0006
AEZ4,VNM,qe,BAU_aESRigid,-6.39132340438664E-0005
AEZ5,VNM,qe,BAU_aESRigid,-0.2082798779
AEZ6,VNM,qe,BAU_aESRigid,-8.79118312150240E-0003
AEZ11,VNM,qe,BAU_aESRigid,-1.34884379804134E-0003
AEZ12,VNM,qe,BAU_aESRigid,-0.017867300659
AEZ2,XAC,qe,BAU_aESRigid,0.10306210816
AEZ3,XAC,qe,BAU_aESRigid,0.16779084504
AEZ4,XAC,qe,BAU_aESRigid,0.20598217845
AEZ5,XAC,qe,BAU_aESRigid,0.20737408102
AEZ6,XAC,qe,BAU_aESRigid,0.030972966924
AEZ7,XAC,qe,BAU_aESRigid,2.30772842769511E-0004
AEZ8,XAC,qe,BAU_aESRigid,0.043224968016
AEZ9,XAC,qe,BAU_aESRigid,0.11902916431
AEZ10,XAC,qe,BAU_aESRigid,0.014568002895
AEZ11,XAC,qe,BAU_aESRigid,3.41101695084944E-0004
AEZ12,XAC,qe,BAU_aESRigid,6.90632092300802E-0004
AEZ1,ZAF,qe,BAU_aESRigid,-7.92197789996862E-0003
AEZ2,ZAF,qe,BAU_aESRigid,-6.40087574720383E-0003
AEZ3,ZAF,qe,BAU_aESRigid,-2.39632837474346E-0003
AEZ4,ZAF,qe,BAU_aESRigid,6.75360251989332E-0006
AEZ5,ZAF,qe,BAU_aESRigid,-1.59937353600981E-0005
AEZ7,ZAF,qe,BAU_aESRigid,-0.071888543665
AEZ8,ZAF,qe,BAU_aESRigid,-0.053376667202
AEZ9,ZAF,qe,BAU_aESRigid,-0.019111741334
AEZ10,ZAF,qe,BAU_aESRigid,-2.88985786028206E-0004
AEZ11,ZAF,qe,BAU_aESRigid,-1.48993603943381E-0005
AEZ12,ZAF,qe,BAU_aESRigid,-9.07853100216016E-0005
AEZ1,ARG,pe,BAU_aECOLLPS,4556848
AEZ2,ARG,pe,BAU_aECOLLPS,4556848
AEZ3,ARG,pe,BAU_aECOLLPS,32.620014191
AEZ4,ARG,pe,BAU_aECOLLPS,148.2749939
AEZ5,ARG,pe,BAU_aECOLLPS,172.93287659
AEZ6,ARG,pe,BAU_aECOLLPS,213.62055969
AEZ7,ARG,pe,BAU_aECOLLPS,163.42240906
AEZ8,ARG,pe,BAU_aECOLLPS,129.86947632
AEZ9,ARG,pe,BAU_aECOLLPS,207.27429199
AEZ10,ARG,pe,BAU_aECOLLPS,213.46461487
AEZ11,ARG,pe,BAU_aECOLLPS,204.8056488
AEZ12,ARG,pe,BAU_aECOLLPS,178.3991394
AEZ13,ARG,pe,BAU_aECOLLPS,65.605941772
AEZ14,ARG,pe,BAU_aECOLLPS,205.98847961
AEZ15,ARG,pe,BAU_aECOLLPS,125.35638428
AEZ16,ARG,pe,BAU_aECOLLPS,31.904088974
AEZ17,ARG,pe,BAU_aECOLLPS,4556848
AEZ18,ARG,pe,BAU_aECOLLPS,28.438386917
UnSkLab,ARG,pe,BAU_aECOLLPS,-3.920601368
SkLab,ARG,pe,BAU_aECOLLPS,-4.7724785805
Capital,ARG,pe,BAU_aECOLLPS,-4.3963856697
NatRes,ARG,pe,BAU_aECOLLPS,7.407520771
AEZ1,BGD,pe,BAU_aECOLLPS,738979.3125
AEZ2,BGD,pe,BAU_aECOLLPS,738979.375
AEZ3,BGD,pe,BAU_aECOLLPS,738979.3125
AEZ4,BGD,pe,BAU_aECOLLPS,352.9392395
AEZ5,BGD,pe,BAU_aECOLLPS,637.44836426
AEZ6,BGD,pe,BAU_aECOLLPS,738979.3125
AEZ7,BGD,pe,BAU_aECOLLPS,738979.3125
AEZ8,BGD,pe,BAU_aECOLLPS,738979.25
AEZ9,BGD,pe,BAU_aECOLLPS,738979.375
AEZ10,BGD,pe,BAU_aECOLLPS,109.39394379
AEZ11,BGD,pe,BAU_aECOLLPS,102.84578705
AEZ12,BGD,pe,BAU_aECOLLPS,738979.25
AEZ13,BGD,pe,BAU_aECOLLPS,738979.3125
AEZ14,BGD,pe,BAU_aECOLLPS,738979.3125
AEZ15,BGD,pe,BAU_aECOLLPS,738979.3125
AEZ16,BGD,pe,BAU_aECOLLPS,738979.3125
AEZ17,BGD,pe,BAU_aECOLLPS,738979.375
AEZ18,BGD,pe,BAU_aECOLLPS,738979.375
UnSkLab,BGD,pe,BAU_aECOLLPS,-54.159484863
SkLab,BGD,pe,BAU_aECOLLPS,-52.079982758
Capital,BGD,pe,BAU_aECOLLPS,-52.571918488
NatRes,BGD,pe,BAU_aECOLLPS,114.91253662
AEZ1,BRAZIL,pe,BAU_aECOLLPS,4.00026048000000E+0008
AEZ2,BRAZIL,pe,BAU_aECOLLPS,228.17596436
AEZ3,BRAZIL,pe,BAU_aECOLLPS,206.15234375
AEZ4,BRAZIL,pe,BAU_aECOLLPS,253.27835083
AEZ5,BRAZIL,pe,BAU_aECOLLPS,342.59817505
AEZ6,BRAZIL,pe,BAU_aECOLLPS,743.80877686
AEZ7,BRAZIL,pe,BAU_aECOLLPS,4.00026048000000E+0008
AEZ8,BRAZIL,pe,BAU_aECOLLPS,4.00026048000000E+0008
AEZ9,BRAZIL,pe,BAU_aECOLLPS,4.00026048000000E+0008
AEZ10,BRAZIL,pe,BAU_aECOLLPS,253.79916382
AEZ11,BRAZIL,pe,BAU_aECOLLPS,216.6084137
AEZ12,BRAZIL,pe,BAU_aECOLLPS,341.57373047
AEZ13,BRAZIL,pe,BAU_aECOLLPS,4.00026048000000E+0008
AEZ14,BRAZIL,pe,BAU_aECOLLPS,4.00026048000000E+0008
AEZ15,BRAZIL,pe,BAU_aECOLLPS,4.00026048000000E+0008
AEZ16,BRAZIL,pe,BAU_aECOLLPS,4.00026048000000E+0008
AEZ17,BRAZIL,pe,BAU_aECOLLPS,4.00026048000000E+0008
AEZ18,BRAZIL,pe,BAU_aECOLLPS,4.00026048000000E+0008
UnSkLab,BRAZIL,pe,BAU_aECOLLPS,-17.71084404
SkLab,BRAZIL,pe,BAU_aECOLLPS,-18.571521759
Capital,BRAZIL,pe,BAU_aECOLLPS,-18.171186447
NatRes,BRAZIL,pe,BAU_aECOLLPS,12.214684486
AEZ1,C_C_Amer,pe,BAU_aECOLLPS,93.805786133
AEZ2,C_C_Amer,pe,BAU_aECOLLPS,94.238304138
AEZ3,C_C_Amer,pe,BAU_aECOLLPS,112.27433777
AEZ4,C_C_Amer,pe,BAU_aECOLLPS,157.28982544
AEZ5,C_C_Amer,pe,BAU_aECOLLPS,171.06471252
AEZ6,C_C_Amer,pe,BAU_aECOLLPS,157.55140686
AEZ7,C_C_Amer,pe,BAU_aECOLLPS,94.364250183
AEZ8,C_C_Amer,pe,BAU_aECOLLPS,95.011138916
AEZ9,C_C_Amer,pe,BAU_aECOLLPS,95.496749878
AEZ10,C_C_Amer,pe,BAU_aECOLLPS,142.57296753
AEZ11,C_C_Amer,pe,BAU_aECOLLPS,134.68484497
AEZ12,C_C_Amer,pe,BAU_aECOLLPS,119.30542755
AEZ13,C_C_Amer,pe,BAU_aECOLLPS,93.805786133
AEZ14,C_C_Amer,pe,BAU_aECOLLPS,93.805786133
