ACTS,REG,RACTRES,SCEN,Value
sugarcrps,PAK,qo,BAU_aESRigid,0.5574696064
cotton,PAK,qo,BAU_aESRigid,1.3207064867
othercrps,PAK,qo,BAU_aESRigid,0.12150429934
forestsec,PAK,qo,BAU_aESRigid,-0.12042947114
fishery,PAK,qo,BAU_aESRigid,-1.6020843983
ruminant,PAK,qo,BAU_aESRigid,0.17166033387
nonruminant,PAK,qo,BAU_aESRigid,0.54654967785
PrFood,PAK,qo,BAU_aESRigid,1.5512260199
PrLstk,PAK,qo,BAU_aESRigid,0.41307005286
NRes,PAK,qo,BAU_aESRigid,-3.3080880642
Mnfcing,PAK,qo,BAU_aESRigid,1.5016117096
Services,PAK,qo,BAU_aESRigid,-0.2562404573
paddyrice,PHL,qo,BAU_aESRigid,0.40830731392
wheat,PHL,qo,BAU_aESRigid,0.087886214256
crsgrns,PHL,qo,BAU_aESRigid,0.31044667959
fruitveg,PHL,qo,BAU_aESRigid,-0.74103099108
oilsds,PHL,qo,BAU_aESRigid,0.32069966197
sugarcrps,PHL,qo,BAU_aESRigid,0.57056969404
cotton,PHL,qo,BAU_aESRigid,-0.30157673359
othercrps,PHL,qo,BAU_aESRigid,-0.3054625392
forestsec,PHL,qo,BAU_aESRigid,-0.69205915928
fishery,PHL,qo,BAU_aESRigid,1.6932905912
ruminant,PHL,qo,BAU_aESRigid,-0.092856742442
nonruminant,PHL,qo,BAU_aESRigid,0.11230185628
PrFood,PHL,qo,BAU_aESRigid,0.58402305841
PrLstk,PHL,qo,BAU_aESRigid,0.17600879073
NRes,PHL,qo,BAU_aESRigid,3.3348305225
Mnfcing,PHL,qo,BAU_aESRigid,-0.56841796637
Services,PHL,qo,BAU_aESRigid,0.012775101699
paddyrice,POL,qo,BAU_aESRigid,-0.01113132108
wheat,POL,qo,BAU_aESRigid,0.20376983285
crsgrns,POL,qo,BAU_aESRigid,0.11240267754
fruitveg,POL,qo,BAU_aESRigid,-7.1405434608
oilsds,POL,qo,BAU_aESRigid,-13.478541374
sugarcrps,POL,qo,BAU_aESRigid,0.16192120314
cotton,POL,qo,BAU_aESRigid,-0.30490666628
othercrps,POL,qo,BAU_aESRigid,-0.33820036054
forestsec,POL,qo,BAU_aESRigid,-0.11973840743
fishery,POL,qo,BAU_aESRigid,16.027978897
ruminant,POL,qo,BAU_aESRigid,6.37915742117912E-0004
nonruminant,POL,qo,BAU_aESRigid,0.10294826329
PrFood,POL,qo,BAU_aESRigid,0.17791853845
PrLstk,POL,qo,BAU_aESRigid,0.016422776505
NRes,POL,qo,BAU_aESRigid,0.24668903649
Mnfcing,POL,qo,BAU_aESRigid,0.2300516516
Services,POL,qo,BAU_aESRigid,-0.06468641758
paddyrice,R_S_Asia,qo,BAU_aESRigid,-0.43223688006
wheat,R_S_Asia,qo,BAU_aESRigid,-0.25011983514
crsgrns,R_S_Asia,qo,BAU_aESRigid,-0.23232410848
fruitveg,R_S_Asia,qo,BAU_aESRigid,-0.12676288188
oilsds,R_S_Asia,qo,BAU_aESRigid,-0.1818883121
sugarcrps,R_S_Asia,qo,BAU_aESRigid,-0.44492077827
cotton,R_S_Asia,qo,BAU_aESRigid,0.43474164605
othercrps,R_S_Asia,qo,BAU_aESRigid,-0.08219089359
forestsec,R_S_Asia,qo,BAU_aESRigid,-1.2046071291
fishery,R_S_Asia,qo,BAU_aESRigid,-8.105099678
ruminant,R_S_Asia,qo,BAU_aESRigid,-0.1126659736
nonruminant,R_S_Asia,qo,BAU_aESRigid,3.86175746098161E-0003
PrFood,R_S_Asia,qo,BAU_aESRigid,-0.6776278615
PrLstk,R_S_Asia,qo,BAU_aESRigid,0.92579591274
NRes,R_S_Asia,qo,BAU_aESRigid,-5.3290781975
Mnfcing,R_S_Asia,qo,BAU_aESRigid,0.90703397989
Services,R_S_Asia,qo,BAU_aESRigid,-0.044095680118
paddyrice,R_SE_Asia,qo,BAU_aESRigid,-0.71195805073
wheat,R_SE_Asia,qo,BAU_aESRigid,0.24577701092
crsgrns,R_SE_Asia,qo,BAU_aESRigid,-0.33118966222
fruitveg,R_SE_Asia,qo,BAU_aESRigid,0.089210525155
oilsds,R_SE_Asia,qo,BAU_aESRigid,1.6056437492
sugarcrps,R_SE_Asia,qo,BAU_aESRigid,-0.74922531843
cotton,R_SE_Asia,qo,BAU_aESRigid,0.78238397837
othercrps,R_SE_Asia,qo,BAU_aESRigid,0.40924498439
forestsec,R_SE_Asia,qo,BAU_aESRigid,-0.20665042102
fishery,R_SE_Asia,qo,BAU_aESRigid,-1.5197608471
ruminant,R_SE_Asia,qo,BAU_aESRigid,0.089549385011
nonruminant,R_SE_Asia,qo,BAU_aESRigid,-0.079587690532
PrFood,R_SE_Asia,qo,BAU_aESRigid,-0.76396846771
PrLstk,R_SE_Asia,qo,BAU_aESRigid,0.38695061207
NRes,R_SE_Asia,qo,BAU_aESRigid,-0.90391778946
Mnfcing,R_SE_Asia,qo,BAU_aESRigid,-1.1588820219
Services,R_SE_Asia,qo,BAU_aESRigid,0.24029308558
paddyrice,Russia,qo,BAU_aESRigid,-0.37195438147
wheat,Russia,qo,BAU_aESRigid,-0.12990753353
crsgrns,Russia,qo,BAU_aESRigid,0.097597233951
fruitveg,Russia,qo,BAU_aESRigid,-0.455283463
oilsds,Russia,qo,BAU_aESRigid,-0.23859855533
sugarcrps,Russia,qo,BAU_aESRigid,-0.10056847334
cotton,Russia,qo,BAU_aESRigid,0.16631010175
othercrps,Russia,qo,BAU_aESRigid,-2.261715889
forestsec,Russia,qo,BAU_aESRigid,-0.90066832304
fishery,Russia,qo,BAU_aESRigid,1.4052100182
ruminant,Russia,qo,BAU_aESRigid,0.28509527445
nonruminant,Russia,qo,BAU_aESRigid,0.39065039158
PrFood,Russia,qo,BAU_aESRigid,-0.058967813849
PrLstk,Russia,qo,BAU_aESRigid,-7.15949456207454E-0004
NRes,Russia,qo,BAU_aESRigid,0.061073441058
Mnfcing,Russia,qo,BAU_aESRigid,-2.8596208096
Services,Russia,qo,BAU_aESRigid,0.16833719611
paddyrice,S_o_Amer,qo,BAU_aESRigid,-0.24599635601
wheat,S_o_Amer,qo,BAU_aESRigid,-0.083890005946
crsgrns,S_o_Amer,qo,BAU_aESRigid,-0.1045793891
fruitveg,S_o_Amer,qo,BAU_aESRigid,-1.0306720734
oilsds,S_o_Amer,qo,BAU_aESRigid,-1.2633267641
sugarcrps,S_o_Amer,qo,BAU_aESRigid,-0.28586110473
cotton,S_o_Amer,qo,BAU_aESRigid,-0.3190138638
othercrps,S_o_Amer,qo,BAU_aESRigid,-1.1993650198
forestsec,S_o_Amer,qo,BAU_aESRigid,-2.5778918266
fishery,S_o_Amer,qo,BAU_aESRigid,-0.95864349604
ruminant,S_o_Amer,qo,BAU_aESRigid,0.062258936465
nonruminant,S_o_Amer,qo,BAU_aESRigid,0.12020488828
PrFood,S_o_Amer,qo,BAU_aESRigid,-0.34881708026
PrLstk,S_o_Amer,qo,BAU_aESRigid,0.17174598575
NRes,S_o_Amer,qo,BAU_aESRigid,-0.017749086022
Mnfcing,S_o_Amer,qo,BAU_aESRigid,-1.5701868534
Services,S_o_Amer,qo,BAU_aESRigid,0.17721645534
paddyrice,S_S_AFR,qo,BAU_aESRigid,0.097608588636
wheat,S_S_AFR,qo,BAU_aESRigid,0.031437516212
crsgrns,S_S_AFR,qo,BAU_aESRigid,0.20623077452
fruitveg,S_S_AFR,qo,BAU_aESRigid,0.15209403634
oilsds,S_S_AFR,qo,BAU_aESRigid,0.52490234375
sugarcrps,S_S_AFR,qo,BAU_aESRigid,-0.2009280175
cotton,S_S_AFR,qo,BAU_aESRigid,0.19523155689
othercrps,S_S_AFR,qo,BAU_aESRigid,4.0925211906
forestsec,S_S_AFR,qo,BAU_aESRigid,0.55146974325
fishery,S_S_AFR,qo,BAU_aESRigid,-1.7502610683
ruminant,S_S_AFR,qo,BAU_aESRigid,0.10573700815
nonruminant,S_S_AFR,qo,BAU_aESRigid,0.12496539205
PrFood,S_S_AFR,qo,BAU_aESRigid,-0.33978158236
PrLstk,S_S_AFR,qo,BAU_aESRigid,-0.67602676153
NRes,S_S_AFR,qo,BAU_aESRigid,-0.43694344163
Mnfcing,S_S_AFR,qo,BAU_aESRigid,-0.97869235277
Services,S_S_AFR,qo,BAU_aESRigid,0.15037845075
paddyrice,TUR,qo,BAU_aESRigid,0.29301717877
wheat,TUR,qo,BAU_aESRigid,0.19708348811
crsgrns,TUR,qo,BAU_aESRigid,0.095210492611
fruitveg,TUR,qo,BAU_aESRigid,0.43901118636
oilsds,TUR,qo,BAU_aESRigid,0.43837183714
sugarcrps,TUR,qo,BAU_aESRigid,0.22695827484
cotton,TUR,qo,BAU_aESRigid,0.36895027757
othercrps,TUR,qo,BAU_aESRigid,-0.40320855379
forestsec,TUR,qo,BAU_aESRigid,0.18756224215
fishery,TUR,qo,BAU_aESRigid,-6.8001651764
ruminant,TUR,qo,BAU_aESRigid,-0.022565206513
nonruminant,TUR,qo,BAU_aESRigid,0.083152025938
PrFood,TUR,qo,BAU_aESRigid,0.45467293262
PrLstk,TUR,qo,BAU_aESRigid,-0.010060402565
NRes,TUR,qo,BAU_aESRigid,-0.68017280102
Mnfcing,TUR,qo,BAU_aESRigid,0.57924097776
Services,TUR,qo,BAU_aESRigid,-0.13020765781
paddyrice,USA,qo,BAU_aESRigid,0.017398033291
wheat,USA,qo,BAU_aESRigid,0.1369908005
crsgrns,USA,qo,BAU_aESRigid,-0.018736874685
fruitveg,USA,qo,BAU_aESRigid,-0.56391876936
oilsds,USA,qo,BAU_aESRigid,-0.80815500021
sugarcrps,USA,qo,BAU_aESRigid,0.10582125932
cotton,USA,qo,BAU_aESRigid,-0.12626969814
othercrps,USA,qo,BAU_aESRigid,-0.44948369265
forestsec,USA,qo,BAU_aESRigid,2.3875026703
fishery,USA,qo,BAU_aESRigid,-5.1980986595
ruminant,USA,qo,BAU_aESRigid,0.092103846371
nonruminant,USA,qo,BAU_aESRigid,0.030199753121
PrFood,USA,qo,BAU_aESRigid,0.13120059669
PrLstk,USA,qo,BAU_aESRigid,0.088771998882
NRes,USA,qo,BAU_aESRigid,0.11023560166
Mnfcing,USA,qo,BAU_aESRigid,-0.13153162599
Services,USA,qo,BAU_aESRigid,7.31453811749816E-0003
paddyrice,VNM,qo,BAU_aESRigid,-0.43589243293
wheat,VNM,qo,BAU_aESRigid,0.34505581856
crsgrns,VNM,qo,BAU_aESRigid,0.1109996438
fruitveg,VNM,qo,BAU_aESRigid,-0.72351914644
oilsds,VNM,qo,BAU_aESRigid,-0.067935146391
sugarcrps,VNM,qo,BAU_aESRigid,-0.38983789086
cotton,VNM,qo,BAU_aESRigid,-0.016440991312
othercrps,VNM,qo,BAU_aESRigid,-0.33865091205
forestsec,VNM,qo,BAU_aESRigid,1.9498393536
fishery,VNM,qo,BAU_aESRigid,-0.83259654045
ruminant,VNM,qo,BAU_aESRigid,-0.073487825692
nonruminant,VNM,qo,BAU_aESRigid,0.31968513131
PrFood,VNM,qo,BAU_aESRigid,-0.45431804657
PrLstk,VNM,qo,BAU_aESRigid,3.1783154011
NRes,VNM,qo,BAU_aESRigid,-0.1941010505
Mnfcing,VNM,qo,BAU_aESRigid,-4.95314504951239E-0003
Services,VNM,qo,BAU_aESRigid,-0.015549615026
paddyrice,XAC,qo,BAU_aESRigid,4.2197818756
wheat,XAC,qo,BAU_aESRigid,2.1545693874
crsgrns,XAC,qo,BAU_aESRigid,1.7712109089
fruitveg,XAC,qo,BAU_aESRigid,-1.0818049908
oilsds,XAC,qo,BAU_aESRigid,-1.0056706667
sugarcrps,XAC,qo,BAU_aESRigid,2.6753122807
cotton,XAC,qo,BAU_aESRigid,2.3696870804
othercrps,XAC,qo,BAU_aESRigid,-0.3541995883
forestsec,XAC,qo,BAU_aESRigid,1.1614375114
fishery,XAC,qo,BAU_aESRigid,7.6865582466
ruminant,XAC,qo,BAU_aESRigid,1.6940079927
nonruminant,XAC,qo,BAU_aESRigid,4.9768095016
PrFood,XAC,qo,BAU_aESRigid,4.7317047119
PrLstk,XAC,qo,BAU_aESRigid,19.540651321
NRes,XAC,qo,BAU_aESRigid,1.5859086514
Mnfcing,XAC,qo,BAU_aESRigid,-5.9276609421
Services,XAC,qo,BAU_aESRigid,-0.0776777789
paddyrice,ZAF,qo,BAU_aESRigid,-0.17265324295
wheat,ZAF,qo,BAU_aESRigid,0.059429571033
crsgrns,ZAF,qo,BAU_aESRigid,0.15449292958
fruitveg,ZAF,qo,BAU_aESRigid,-0.0265895091
oilsds,ZAF,qo,BAU_aESRigid,0.021141758189
sugarcrps,ZAF,qo,BAU_aESRigid,0.014261096716
cotton,ZAF,qo,BAU_aESRigid,-0.60658478737
othercrps,ZAF,qo,BAU_aESRigid,-0.42830336094
forestsec,ZAF,qo,BAU_aESRigid,0.054462626576
fishery,ZAF,qo,BAU_aESRigid,-7.7585091591
ruminant,ZAF,qo,BAU_aESRigid,0.090888798237
nonruminant,ZAF,qo,BAU_aESRigid,0.17714126408
PrFood,ZAF,qo,BAU_aESRigid,0.086388088763
PrLstk,ZAF,qo,BAU_aESRigid,0.27928194404
NRes,ZAF,qo,BAU_aESRigid,0.070305392146
Mnfcing,ZAF,qo,BAU_aESRigid,-0.32715347409
Services,ZAF,qo,BAU_aESRigid,0.036466348916
paddyrice,ARG,po,BAU_aECOLLPS,33.248016357
wheat,ARG,po,BAU_aECOLLPS,33.514213562
crsgrns,ARG,po,BAU_aECOLLPS,39.365352631
fruitveg,ARG,po,BAU_aECOLLPS,117.11390686
oilsds,ARG,po,BAU_aECOLLPS,221.26803589
sugarcrps,ARG,po,BAU_aECOLLPS,16.346120834
cotton,ARG,po,BAU_aECOLLPS,264.5809021
othercrps,ARG,po,BAU_aECOLLPS,62.00793457
forestsec,ARG,po,BAU_aECOLLPS,204.46656799
fishery,ARG,po,BAU_aECOLLPS,74.560745239
ruminant,ARG,po,BAU_aECOLLPS,19.790258408
nonruminant,ARG,po,BAU_aECOLLPS,8.8931188583
PrFood,ARG,po,BAU_aECOLLPS,60.784000397
PrLstk,ARG,po,BAU_aECOLLPS,12.051008224
NRes,ARG,po,BAU_aECOLLPS,2.9774844646
Mnfcing,ARG,po,BAU_aECOLLPS,1.4146850109
Services,ARG,po,BAU_aECOLLPS,-2.4531056881
paddyrice,BGD,po,BAU_aECOLLPS,16.115739822
wheat,BGD,po,BAU_aECOLLPS,22.604499817
crsgrns,BGD,po,BAU_aECOLLPS,-2.9255816936
fruitveg,BGD,po,BAU_aECOLLPS,58.012077332
oilsds,BGD,po,BAU_aECOLLPS,240.02288818
sugarcrps,BGD,po,BAU_aECOLLPS,15.32239151
cotton,BGD,po,BAU_aECOLLPS,181.97439575
othercrps,BGD,po,BAU_aECOLLPS,43.579498291
forestsec,BGD,po,BAU_aECOLLPS,2132.0397949
fishery,BGD,po,BAU_aECOLLPS,184.735672
ruminant,BGD,po,BAU_aECOLLPS,7.4542975426
nonruminant,BGD,po,BAU_aECOLLPS,-5.1653518677
PrFood,BGD,po,BAU_aECOLLPS,4.7727322578
PrLstk,BGD,po,BAU_aECOLLPS,-18.610408783
NRes,BGD,po,BAU_aECOLLPS,20.141609192
Mnfcing,BGD,po,BAU_aECOLLPS,-3.7817373276
Services,BGD,po,BAU_aECOLLPS,-4.8955731392
paddyrice,BRAZIL,po,BAU_aECOLLPS,41.919868469
wheat,BRAZIL,po,BAU_aECOLLPS,37.338626862
crsgrns,BRAZIL,po,BAU_aECOLLPS,44.244350433
fruitveg,BRAZIL,po,BAU_aECOLLPS,110.08937836
oilsds,BRAZIL,po,BAU_aECOLLPS,287.26489258
sugarcrps,BRAZIL,po,BAU_aECOLLPS,38.447151184
cotton,BRAZIL,po,BAU_aECOLLPS,265.80169678
othercrps,BRAZIL,po,BAU_aECOLLPS,143.08924866
forestsec,BRAZIL,po,BAU_aECOLLPS,1878.6064453
fishery,BRAZIL,po,BAU_aECOLLPS,73.671936035
ruminant,BRAZIL,po,BAU_aECOLLPS,28.484695435
nonruminant,BRAZIL,po,BAU_aECOLLPS,11.813334465
PrFood,BRAZIL,po,BAU_aECOLLPS,44.484344482
PrLstk,BRAZIL,po,BAU_aECOLLPS,4.1925625801
NRes,BRAZIL,po,BAU_aECOLLPS,2.7128920555
Mnfcing,BRAZIL,po,BAU_aECOLLPS,9.8236398697
Services,BRAZIL,po,BAU_aECOLLPS,-12.446937561
paddyrice,C_C_Amer,po,BAU_aECOLLPS,39.690380096
wheat,C_C_Amer,po,BAU_aECOLLPS,42.358665466
crsgrns,C_C_Amer,po,BAU_aECOLLPS,34.415287018
fruitveg,C_C_Amer,po,BAU_aECOLLPS,110.77059174
oilsds,C_C_Amer,po,BAU_aECOLLPS,186.85064697
sugarcrps,C_C_Amer,po,BAU_aECOLLPS,43.531749725
cotton,C_C_Amer,po,BAU_aECOLLPS,154.18806458
othercrps,C_C_Amer,po,BAU_aECOLLPS,128.35998535
forestsec,C_C_Amer,po,BAU_aECOLLPS,406.08816528
fishery,C_C_Amer,po,BAU_aECOLLPS,100.79577637
ruminant,C_C_Amer,po,BAU_aECOLLPS,14.867762566
nonruminant,C_C_Amer,po,BAU_aECOLLPS,3.7702858448
PrFood,C_C_Amer,po,BAU_aECOLLPS,20.2700634
PrLstk,C_C_Amer,po,BAU_aECOLLPS,9.8059663773
NRes,C_C_Amer,po,BAU_aECOLLPS,4.9614510536
Mnfcing,C_C_Amer,po,BAU_aECOLLPS,-0.054158739746
Services,C_C_Amer,po,BAU_aECOLLPS,-4.2653651237
paddyrice,CAN,po,BAU_aECOLLPS,42.729393005
wheat,CAN,po,BAU_aECOLLPS,43.853733063
crsgrns,CAN,po,BAU_aECOLLPS,39.711143494
fruitveg,CAN,po,BAU_aECOLLPS,101.81950378
oilsds,CAN,po,BAU_aECOLLPS,271.41635132
sugarcrps,CAN,po,BAU_aECOLLPS,37.350326538
cotton,CAN,po,BAU_aECOLLPS,112.48387146
othercrps,CAN,po,BAU_aECOLLPS,90.704025269
forestsec,CAN,po,BAU_aECOLLPS,70.794425964
fishery,CAN,po,BAU_aECOLLPS,83.393783569
ruminant,CAN,po,BAU_aECOLLPS,18.227262497
nonruminant,CAN,po,BAU_aECOLLPS,11.138327599
PrFood,CAN,po,BAU_aECOLLPS,22.297262192
PrLstk,CAN,po,BAU_aECOLLPS,6.3428640366
NRes,CAN,po,BAU_aECOLLPS,3.8031246662
Mnfcing,CAN,po,BAU_aECOLLPS,1.2426086664
Services,CAN,po,BAU_aECOLLPS,-0.89317137003
paddyrice,CHIHKG,po,BAU_aECOLLPS,34.158519745
wheat,CHIHKG,po,BAU_aECOLLPS,31.30449295
crsgrns,CHIHKG,po,BAU_aECOLLPS,52.120414734
fruitveg,CHIHKG,po,BAU_aECOLLPS,172.76887512
oilsds,CHIHKG,po,BAU_aECOLLPS,208.24781799
sugarcrps,CHIHKG,po,BAU_aECOLLPS,40.277698517
cotton,CHIHKG,po,BAU_aECOLLPS,290.68884277
othercrps,CHIHKG,po,BAU_aECOLLPS,79.142044067
forestsec,CHIHKG,po,BAU_aECOLLPS,18.833257675
fishery,CHIHKG,po,BAU_aECOLLPS,100.22647095
ruminant,CHIHKG,po,BAU_aECOLLPS,27.716461182
nonruminant,CHIHKG,po,BAU_aECOLLPS,14.628365517
PrFood,CHIHKG,po,BAU_aECOLLPS,66.162139893
PrLstk,CHIHKG,po,BAU_aECOLLPS,11.750374794
NRes,CHIHKG,po,BAU_aECOLLPS,6.068133831
Mnfcing,CHIHKG,po,BAU_aECOLLPS,-1.0421022177
Services,CHIHKG,po,BAU_aECOLLPS,-6.4791922569
paddyrice,COL,po,BAU_aECOLLPS,46.909381866
wheat,COL,po,BAU_aECOLLPS,38.4333992
crsgrns,COL,po,BAU_aECOLLPS,37.041255951
fruitveg,COL,po,BAU_aECOLLPS,82.230407715
oilsds,COL,po,BAU_aECOLLPS,150.6625061
sugarcrps,COL,po,BAU_aECOLLPS,53.206302643
cotton,COL,po,BAU_aECOLLPS,235.61418152
othercrps,COL,po,BAU_aECOLLPS,132.49533081
forestsec,COL,po,BAU_aECOLLPS,1476.6054688
fishery,COL,po,BAU_aECOLLPS,115.64513397
ruminant,COL,po,BAU_aECOLLPS,14.167237282
nonruminant,COL,po,BAU_aECOLLPS,-3.2949323654
PrFood,COL,po,BAU_aECOLLPS,14.278497696
PrLstk,COL,po,BAU_aECOLLPS,9.1783151627
NRes,COL,po,BAU_aECOLLPS,3.6596026421
Mnfcing,COL,po,BAU_aECOLLPS,1.6274789572
Services,COL,po,BAU_aECOLLPS,-4.9496121407
paddyrice,E_Asia,po,BAU_aECOLLPS,34.672103882
wheat,E_Asia,po,BAU_aECOLLPS,37.818424225
crsgrns,E_Asia,po,BAU_aECOLLPS,23.251050949
fruitveg,E_Asia,po,BAU_aECOLLPS,97.798095703
oilsds,E_Asia,po,BAU_aECOLLPS,131.68128967
sugarcrps,E_Asia,po,BAU_aECOLLPS,37.056686401
cotton,E_Asia,po,BAU_aECOLLPS,201.12416077
othercrps,E_Asia,po,BAU_aECOLLPS,70.16570282
forestsec,E_Asia,po,BAU_aECOLLPS,66.372550964
fishery,E_Asia,po,BAU_aECOLLPS,115.19937897
ruminant,E_Asia,po,BAU_aECOLLPS,8.5825395584
nonruminant,E_Asia,po,BAU_aECOLLPS,1.3519431353
PrFood,E_Asia,po,BAU_aECOLLPS,2.640840292
PrLstk,E_Asia,po,BAU_aECOLLPS,6.3571891785
NRes,E_Asia,po,BAU_aECOLLPS,4.4178237915
Mnfcing,E_Asia,po,BAU_aECOLLPS,-1.7268105745
Services,E_Asia,po,BAU_aECOLLPS,-3.5300145149
paddyrice,EGY,po,BAU_aECOLLPS,29.393390656
wheat,EGY,po,BAU_aECOLLPS,30.984754562
crsgrns,EGY,po,BAU_aECOLLPS,27.898860931
fruitveg,EGY,po,BAU_aECOLLPS,99.304908752
oilsds,EGY,po,BAU_aECOLLPS,102.54849243
sugarcrps,EGY,po,BAU_aECOLLPS,30.210857391
cotton,EGY,po,BAU_aECOLLPS,213.91125488
othercrps,EGY,po,BAU_aECOLLPS,70.504501343
forestsec,EGY,po,BAU_aECOLLPS,128.24258423
fishery,EGY,po,BAU_aECOLLPS,78.897232056
ruminant,EGY,po,BAU_aECOLLPS,37.43384552
nonruminant,EGY,po,BAU_aECOLLPS,39.173774719
PrFood,EGY,po,BAU_aECOLLPS,32.369075775
PrLstk,EGY,po,BAU_aECOLLPS,-0.6262575984
NRes,EGY,po,BAU_aECOLLPS,2.9934430122
Mnfcing,EGY,po,BAU_aECOLLPS,-0.11382438987
Services,EGY,po,BAU_aECOLLPS,-9.927989006
paddyrice,ETH,po,BAU_aECOLLPS,-6.2406263351
wheat,ETH,po,BAU_aECOLLPS,19.756692886
crsgrns,ETH,po,BAU_aECOLLPS,14.070971489
fruitveg,ETH,po,BAU_aECOLLPS,32.16583252
oilsds,ETH,po,BAU_aECOLLPS,217.32554626
sugarcrps,ETH,po,BAU_aECOLLPS,13.330677032
cotton,ETH,po,BAU_aECOLLPS,105.43010712
othercrps,ETH,po,BAU_aECOLLPS,54.546154022
forestsec,ETH,po,BAU_aECOLLPS,602.86553955
fishery,ETH,po,BAU_aECOLLPS,500.7645874
ruminant,ETH,po,BAU_aECOLLPS,-28.437295914
nonruminant,ETH,po,BAU_aECOLLPS,-50.868167877
PrFood,ETH,po,BAU_aECOLLPS,15.866056442
PrLstk,ETH,po,BAU_aECOLLPS,41.430896759
NRes,ETH,po,BAU_aECOLLPS,32.207904816
Mnfcing,ETH,po,BAU_aECOLLPS,31.345121384
Services,ETH,po,BAU_aECOLLPS,55.089881897
paddyrice,EU27,po,BAU_aECOLLPS,58.467292786
wheat,EU27,po,BAU_aECOLLPS,45.767101288
crsgrns,EU27,po,BAU_aECOLLPS,48.427314758
fruitveg,EU27,po,BAU_aECOLLPS,125.42688751
oilsds,EU27,po,BAU_aECOLLPS,243.46859741
sugarcrps,EU27,po,BAU_aECOLLPS,40.499088287
cotton,EU27,po,BAU_aECOLLPS,223.88635254
othercrps,EU27,po,BAU_aECOLLPS,83.785926819
forestsec,EU27,po,BAU_aECOLLPS,80.413131714
fishery,EU27,po,BAU_aECOLLPS,113.83246613
ruminant,EU27,po,BAU_aECOLLPS,18.768039703
nonruminant,EU27,po,BAU_aECOLLPS,8.073466301
PrFood,EU27,po,BAU_aECOLLPS,15.918914795
PrLstk,EU27,po,BAU_aECOLLPS,6.3998627663
NRes,EU27,po,BAU_aECOLLPS,4.3685765266
Mnfcing,EU27,po,BAU_aECOLLPS,-1.084068656
Services,EU27,po,BAU_aECOLLPS,-2.602273941
paddyrice,IDN,po,BAU_aECOLLPS,17.993099213
wheat,IDN,po,BAU_aECOLLPS,31.637687683
crsgrns,IDN,po,BAU_aECOLLPS,-1.1025667191
fruitveg,IDN,po,BAU_aECOLLPS,35.696781158
oilsds,IDN,po,BAU_aECOLLPS,93.254165649
sugarcrps,IDN,po,BAU_aECOLLPS,3.5039591789
cotton,IDN,po,BAU_aECOLLPS,152.76028442
othercrps,IDN,po,BAU_aECOLLPS,147.73745728
forestsec,IDN,po,BAU_aECOLLPS,752.95251465
fishery,IDN,po,BAU_aECOLLPS,92.958244324
ruminant,IDN,po,BAU_aECOLLPS,12.50462532
nonruminant,IDN,po,BAU_aECOLLPS,-5.3850970268
PrFood,IDN,po,BAU_aECOLLPS,20.45599556
PrLstk,IDN,po,BAU_aECOLLPS,-10.616631508
NRes,IDN,po,BAU_aECOLLPS,2.5383319855
Mnfcing,IDN,po,BAU_aECOLLPS,8.476732254
Services,IDN,po,BAU_aECOLLPS,-17.908123016
paddyrice,INDIA,po,BAU_aECOLLPS,22.098573685
wheat,INDIA,po,BAU_aECOLLPS,20.195314407
crsgrns,INDIA,po,BAU_aECOLLPS,24.014606476
fruitveg,INDIA,po,BAU_aECOLLPS,68.985435486
oilsds,INDIA,po,BAU_aECOLLPS,191.70849609
sugarcrps,INDIA,po,BAU_aECOLLPS,15.17900753
cotton,INDIA,po,BAU_aECOLLPS,216.3837738
othercrps,INDIA,po,BAU_aECOLLPS,60.663471222
forestsec,INDIA,po,BAU_aECOLLPS,122.7022934
fishery,INDIA,po,BAU_aECOLLPS,79.524917603
ruminant,INDIA,po,BAU_aECOLLPS,16.576185226
nonruminant,INDIA,po,BAU_aECOLLPS,9.0898475647
PrFood,INDIA,po,BAU_aECOLLPS,32.770614624
PrLstk,INDIA,po,BAU_aECOLLPS,14.083967209
NRes,INDIA,po,BAU_aECOLLPS,4.0358309746
Mnfcing,INDIA,po,BAU_aECOLLPS,1.9703214169
Services,INDIA,po,BAU_aECOLLPS,-7.5573759079
paddyrice,JAPAN,po,BAU_aECOLLPS,20.804878235
wheat,JAPAN,po,BAU_aECOLLPS,30.109436035
crsgrns,JAPAN,po,BAU_aECOLLPS,45.309616089
fruitveg,JAPAN,po,BAU_aECOLLPS,79.320617676
oilsds,JAPAN,po,BAU_aECOLLPS,207.86639404
sugarcrps,JAPAN,po,BAU_aECOLLPS,19.101634979
cotton,JAPAN,po,BAU_aECOLLPS,155.88148499
othercrps,JAPAN,po,BAU_aECOLLPS,56.46648407
forestsec,JAPAN,po,BAU_aECOLLPS,75.452392578
fishery,JAPAN,po,BAU_aECOLLPS,156.38124084
ruminant,JAPAN,po,BAU_aECOLLPS,20.694858551
nonruminant,JAPAN,po,BAU_aECOLLPS,10.349616051
PrFood,JAPAN,po,BAU_aECOLLPS,22.421579361
PrLstk,JAPAN,po,BAU_aECOLLPS,5.9455270767
NRes,JAPAN,po,BAU_aECOLLPS,9.5667142868
Mnfcing,JAPAN,po,BAU_aECOLLPS,-1.8801212311
Services,JAPAN,po,BAU_aECOLLPS,-3.6255376339
